# N5 (conflict-core learning) — native-only lu-kb sweep, 209 rows.
# Driver: adsmt-ir-lukb/examples/lukb_solve (no delegation).
#
# Verdicts 90 unsat / 119 unknown  ->  92 unsat / 117 unknown, 0 regressions.
# Converted: divmod-real-3/ob02, linear-euf-3/ob02 (both re-checked unsat by
# z3 AND cvc5 -- divmod-real-3/ob02 is NOT in the delegation-verified 171, its
# manifest class is stage-bail, so it was cross-checked directly rather than
# leaning on the pinned fixture).
#
# Abstain histogram:
#   reason                                 before N5   after N5
#   theory atom without interpretation            58         58
#   DPLL(T) refinement bound                      58         56
#   quantifier not reached                         3          3
#
# The remaining 56 are NOT budget-bound: ADSMT_CORE_MIN_BUDGET 64 -> 1024
# changes nothing on any probe, and ADSMT_THEORY_REFINE_BOUND 16 -> 256 now
# TIMES OUT where before N5 it returned at the cap.
abduct-boolean/ob01	unknown	# engine: theory-infeasible boolean models persisted past the native DPLL(T) refinement bound
abduct-boolean/ob02	unsat	# verified natively
abduct-eq-vars/ob01	unknown	# engine: theory-infeasible boolean models persisted past the native DPLL(T) refinement bound
abduct-eq-vars/ob02	unsat	# verified natively
abduct-eq-zero/ob01	unknown	# engine: theory-infeasible boolean models persisted past the native DPLL(T) refinement bound
abduct-eq-zero/ob02	unsat	# verified natively
abduct-negativity/ob01	unknown	# engine: native theory abstraction: a theory atom was assigned without theory interpretation [LIA:<, LRA:<]
abduct-negativity/ob02	unsat	# verified natively
abduct-pred/ob01	unknown	# engine: theory-infeasible boolean models persisted past the native DPLL(T) refinement bound
abduct-pred/ob02	unsat	# verified natively
abduct-relational/ob01	unknown	# engine: native theory abstraction: a theory atom was assigned without theory interpretation [LIA:>=, LRA:>=]
abduct-relational/ob02	unsat	# verified natively
abduct-sign/ob01	unknown	# engine: native theory abstraction: a theory atom was assigned without theory interpretation [LIA:>, LRA:>]
abduct-sign/ob02	unsat	# verified natively
abduct-spec-len/ob01	unknown	# engine: native theory abstraction: a theory atom was assigned without theory interpretation [LIA:>, LRA:>]
abduct-spec-len/ob02	unsat	# verified natively
datatypes-match-1/ob01	unknown	# engine: theory-infeasible boolean models persisted past the native DPLL(T) refinement bound
datatypes-match-1/ob02	unsat	# verified natively
datatypes-match-1/ob03	unknown	# engine: theory-infeasible boolean models persisted past the native DPLL(T) refinement bound
datatypes-match-1/ob04	unsat	# verified natively
datatypes-match-1/ob05	unknown	# engine: theory-infeasible boolean models persisted past the native DPLL(T) refinement bound
datatypes-match-1/ob06	unsat	# verified natively
datatypes-match-1/ob07	unknown	# engine: native theory abstraction: a theory atom was assigned without theory interpretation [LIA:<=, LRA:<=]
datatypes-match-1/ob08	unknown	# engine: assertion set contains a quantifier nested in propositional structure that the ground instantiation loop does not reach; the propositional model leaves the quantifier atom uninterpreted, so satisfiability cannot be claimed
datatypes-match-1/ob09	unsat	# verified natively
datatypes-match-1/ob10	unknown	# engine: theory-infeasible boolean models persisted past the native DPLL(T) refinement bound
datatypes-match-1/ob11	unsat	# verified natively
datatypes-match-2/ob01	unknown	# engine: theory-infeasible boolean models persisted past the native DPLL(T) refinement bound
datatypes-match-2/ob02	unsat	# verified natively
datatypes-match-2/ob03	unknown	# engine: native theory abstraction: a theory atom was assigned without theory interpretation [LIA:>=, LRA:>=]
datatypes-match-2/ob04	unsat	# verified natively
datatypes-match-2/ob05	unknown	# engine: native theory abstraction: a theory atom was assigned without theory interpretation [LIA:>=, LRA:>=]
datatypes-match-2/ob06	unsat	# verified natively
datatypes-match-2/ob07	unknown	# engine: native theory abstraction: a theory atom was assigned without theory interpretation [LIA:<=, LRA:<=]
